-1.549018025398254395e-01,2.006137520074844360e-01,-2.147022187709808350e-01,6.236713379621505737e-02,-3.177811205387115479e-01,1.719605028629302979e-01,-6.810086965560913086e-02,-6.642576307058334351e-02,2.626560069620609283e-02,-1.048096567392349243e-01,9.144454263150691986e-03,2.744741141796112061e-01,1.600054651498794556e-01,-9.304773993790149689e-03,-6.746940780431032181e-03,2.037964612245559692e-01,6.257636845111846924e-02,-1.093695387244224548e-01,2.502112686634063721e-01,-1.218683719635009766e-01,-3.319911956787109375e-01,1.543959826231002808e-01,-2.351317256689071655e-01,-1.959919184446334839e-01,2.796067297458648682e-02,9.080941975116729736e-02,-9.460326284170150757e-02,-2.321557551622390747e-01,6.421911716461181641e-02,-1.221865713596343994e-01,2.743515651673078537e-03,1.073527242988348007e-02,-2.593954801559448242e-01,2.542778849601745605e-01,-2.115000784397125244e-01,-9.064941853284835815e-02,-3.455739468336105347e-02,-4.101258888840675354e-02,-2.843239903450012207e-02,2.177463471889495850e-01
-3.584601581096649170e-01,-1.898650527000427246e-01,-5.138448625802993774e-02,-3.576427698135375977e-02,3.818863257765769958e-02,-2.457384318113327026e-01,3.542520999908447266e-01,7.554543018341064453e-02,-9.110515564680099487e-02,-1.500488221645355225e-01,-1.255841087549924850e-02,2.800226509571075439e-01,2.013029456138610840e-01,2.813903614878654480e-02,-2.191796749830245972e-01,9.512557648122310638e-03,3.455669386312365532e-03,-2.731364965438842773e-01,1.576252281665802002e-01,-2.177405208349227905e-01,1.381249725818634033e-01,1.044456437230110168e-01,4.686718434095382690e-02,3.673560321331024170e-01,-1.268399804830551147e-01,-1.657772809267044067e-01,-5.222380161285400391e-02,-2.463867366313934326e-01,-1.696672104299068451e-02,-1.039925739169120789e-01,-2.454376779496669769e-02,-3.104564249515533447e-01,2.943910956382751465e-01,-9.544844180345535278e-02,2.639766037464141846e-02,-7.796850800514221191e-02,5.441856011748313904e-02,-3.119266331195831299e-01,-3.784459829330444336e-01,1.003905162215232849e-01
-1.671203076839447021e-01,-2.358106374740600586e-01,2.007192075252532959e-01,1.116359308362007141e-01,1.186384558677673340e-01,1.825622469186782837e-01,-2.641364037990570068e-01,7.346392422914505005e-02,-3.098610639572143555e-01,-3.059394955635070801e-01,-9.750828891992568970e-02,4.016004502773284912e-02,3.164375722408294678e-01,-3.166915476322174072e-01,1.284545212984085083e-01,4.255789145827293396e-02,-1.075827181339263916e-01,2.228633314371109009e-02,1.018278747797012329e-01,2.917951941490173340e-01,-4.631428793072700500e-02,-2.805111408233642578e-01,2.485486865043640137e-01,2.634230554103851318e-01,9.323665499687194824e-02,-9.942249208688735962e-02,2.825750112533569336e-01,-2.947287559509277344e-01,1.035234518349170685e-02,-1.806543916463851929e-01,-2.169061899185180664e-01,1.470821648836135864e-01,9.763103723526000977e-02,1.656801849603652954e-01,2.182910740375518799e-01,1.731217056512832642e-01,-3.071942366659641266e-02,2.023618072271347046e-01,-1.999393701553344727e-01,6.166553497314453125e-02
-2.557640373706817627e-01,-5.356273427605628967e-02,1.952968537807464600e-01,-3.728865683078765869e-01,-4.222370311617851257e-02,-9.668667614459991455e-02,-2.428817749023437500e-01,-1.495257616043090820e-01,1.744638979434967041e-01,1.412469893693923950e-01,1.377803981304168701e-01,1.790320873260498047e-02,-2.122054249048233032e-02,1.652974449098110199e-02,2.279721945524215698e-01,-1.866946220397949219e-01,-2.198900729417800903e-01,-1.109430640935897827e-01,9.108843654394149780e-02,-2.406077384948730469e-01,1.450551152229309082e-01,-5.347707495093345642e-02,-3.326150476932525635e-01,2.874633669853210449e-01,-2.639752328395843506e-01,1.677047759294509888e-01,-2.851066589355468750e-01,2.937134504318237305e-01,6.232724990695714951e-03,1.058101654052734375e-01,-3.751184940338134766e-01,-2.231546491384506226e-01,-2.294493168592453003e-01,2.229898273944854736e-01,3.714068830013275146e-01,1.994057446718215942e-01,1.560889929533004761e-01,1.378926336765289307e-01,1.193737536668777466e-01,-1.675164103507995605e-01
1.574457883834838867e-01,5.345327313989400864e-03,2.493896186351776123e-01,4.713443294167518616e-02,1.864375919103622437e-01,-8.352325856685638428e-02,-1.295238137245178223e-01,8.062444627285003662e-02,1.543271243572235107e-01,-1.353850811719894409e-01,1.561675965785980225e-01,-1.548423059284687042e-02,-7.466820627450942993e-02,1.325832605361938477e-01,9.148512035608291626e-02,-6.945113837718963623e-02,1.641544550657272339e-01,-1.531736254692077637e-01,-1.545757204294204712e-01,2.220875769853591919e-01,3.202764689922332764e-01,-5.995386838912963867e-02,-1.710383892059326172e-01,6.955686211585998535e-02,1.475469022989273071e-01,1.494904458522796631e-01,1.041978821158409119e-01,6.905747577548027039e-04,9.520453400909900665e-03,1.166395694017410278e-01,-1.648534387350082397e-01,9.705009311437606812e-02,5.409872531890869141e-02,-8.140043169260025024e-02,2.021658234298229218e-02,2.600386440753936768e-01,-3.768033683300018311e-01,-1.350424587726593018e-01,-1.329416036605834961e-01,1.286445707082748413e-01
-8.807027339935302734e-02,-2.195779532194137573e-01,-4.138417541980743408e-02,-4.054980352520942688e-02,-1.002974808216094971e-01,2.714239433407783508e-02,9.226319938898086548e-02,3.486064076423645020e-01,-6.364818662405014038e-02,-3.372772037982940674e-01,2.439839988946914673e-01,7.013968378305435181e-02,-2.067426592111587524e-01,3.218035399913787842e-01,-2.481744438409805298e-01,3.401626348495483398e-01,1.102352440357208252e-01,1.615218073129653931e-01,2.162336409091949463e-01,1.478358209133148193e-01,-3.525325953960418701e-01,-2.723634541034698486e-01,1.904862225055694580e-01,1.784191727638244629e-01,-2.308641374111175537e-01,7.185430079698562622e-02,1.023111864924430847e-02,3.309159874916076660e-01,5.676255375146865845e-02,1.347584873437881470e-01,-2.020231783390045166e-01,9.683575481176376343e-02,-2.481611818075180054e-01,-2.014662176370620728e-01,-1.663367599248886108e-01,-2.381193637847900391e-01,2.024182826280593872e-01,-1.169500946998596191e-01,5.346274375915527344e-02,-3.024587333202362061e-01
3.360556364059448242e-01,-3.370123803615570068e-01,-2.399839311838150024e-01,3.120782077312469482e-01,6.733135879039764404e-02,1.891261339187622070e-01,-2.222673594951629639e-02,2.167925685644149780e-01,-1.255606263875961304e-01,5.273796617984771729e-02,1.141554862260818481e-01,-1.548184901475906372e-01,-1.168646737933158875e-01,9.094514697790145874e-02,-1.080695092678070068e-01,-2.255491614341735840e-01,-9.926776587963104248e-02,2.876489758491516113e-01,2.042123824357986450e-01,2.235914915800094604e-01,3.179786354303359985e-02,-5.420760437846183777e-02,-1.702984422445297241e-01,1.990825384855270386e-01,-1.046650931239128113e-01,3.358620405197143555e-01,-5.292361602187156677e-02,1.261033397167921066e-02,-7.102460134774446487e-03,2.907508313655853271e-01,2.938443124294281006e-01,9.546317905187606812e-02,1.597957164049148560e-01,-3.481843173503875732e-01,4.684182628989219666e-02,-1.982817053794860840e-01,5.648480728268623352e-02,2.369351834058761597e-01,6.784662604331970215e-02,3.986896276473999023e-01
-2.396391630172729492e-01,-1.401589959859848022e-01,1.949565112590789795e-01,6.598558276891708374e-02,3.047168813645839691e-02,-1.616420894861221313e-01,-1.799354851245880127e-01,-2.200811505317687988e-01,-2.089689671993255615e-01,6.941669434309005737e-02,-1.043327432125806808e-02,-9.393130987882614136e-02,-1.774289906024932861e-01,-1.448088735342025757e-01,-1.046559140086174011e-01,7.399128377437591553e-02,-1.590510010719299316e-01,1.517056971788406372e-01,-2.046694457530975342e-01,1.541345715522766113e-01,-1.538969427347183228e-01,3.735093027353286743e-02,2.616124153137207031e-01,-3.067667484283447266e-01,-2.014082372188568115e-01,1.572167277336120605e-01,2.791755199432373047e-01,-8.806225843727588654e-03,-2.022262066602706909e-01,-9.036839008331298828e-02,8.444301038980484009e-02,1.640702635049819946e-01,-1.798142194747924805e-01,1.383687835186719894e-03,-3.825806081295013428e-02,2.059794813394546509e-01,2.687668502330780029e-01,3.055365979671478271e-01,-1.962875276803970337e-01,1.075269728899002075e-01
2.981372177600860596e-01,1.417507529258728027e-01,-4.200593009591102600e-02,1.312499940395355225e-01,-1.622875928878784180e-01,-3.001005351543426514e-01,-5.834671109914779663e-02,1.513983011245727539e-01,-3.556798025965690613e-02,1.911817118525505066e-02,-1.523431949317455292e-02,5.145736504346132278e-03,-1.951773650944232941e-02,-3.221156895160675049e-01,-2.249125391244888306e-01,1.594761908054351807e-01,-3.331441581249237061e-01,-1.333838999271392822e-01,2.357038110494613647e-01,2.579474747180938721e-01,1.641875058412551880e-01,1.452270001173019409e-01,1.846182718873023987e-02,-2.886844277381896973e-01,-1.923858672380447388e-01,2.962943017482757568e-01,-8.526483178138732910e-02,-4.782286658883094788e-02,8.211884647607803345e-02,1.787100285291671753e-01,2.844615280628204346e-01,1.919817924499511719e-01,7.584834098815917969e-02,-5.282181501388549805e-02,7.327283918857574463e-02,9.614617377519607544e-02,-6.055637821555137634e-02,3.103648126125335693e-01,3.268201649188995361e-01,3.876323103904724121e-01
-2.181619107723236084e-01,1.514931321144104004e-01,-3.003138303756713867e-01,3.168079853057861328e-01,-5.607190541923046112e-03,1.246427521109580994e-01,-3.243213891983032227e-01,2.499906867742538452e-01,-2.277387827634811401e-01,8.073566481471061707e-03,-1.804552823305130005e-01,7.565047591924667358e-02,3.235957324504852295e-01,2.107710689306259155e-01,-4.705394804477691650e-02,1.108120679855346680e-01,-5.844292417168617249e-02,2.569121420383453369e-01,-2.711094617843627930e-01,1.635101586580276489e-01,1.704792976379394531e-01,3.398726880550384521e-01,-1.986492723226547241e-01,-2.394017875194549561e-01,-1.371942367404699326e-02,2.450664192438125610e-01,9.207527339458465576e-02,-6.605793535709381104e-02,1.187423020601272583e-01,1.148637160658836365e-01,-2.065446525812149048e-01,-8.004592359066009521e-02,-2.138440459966659546e-01,1.790472865104675293e-01,8.169783651828765869e-02,-2.024004757404327393e-01,-1.065710708498954773e-01,-2.800431102514266968e-02,-2.509405016899108887e-01,-2.137899249792098999e-01
