-2.349659442901611328e+00,-1.372739434242248535e+00,1.540681123733520508e+00,-4.763256609439849854e-01
2.939454555511474609e+00,-3.632535219192504883e+00,-1.462828755378723145e+00,2.090906798839569092e-01
-3.710942029953002930e+00,-1.732908368110656738e+00,3.479656219482421875e+00,1.394149541854858398e+00
2.312611103057861328e+00,-2.691622972488403320e+00,-2.567414999008178711e+00,1.479170918464660645e+00
-2.551771163940429688e+00,4.108583629131317139e-01,3.381073951721191406e+00,9.152250885963439941e-01
1.522362232208251953e-02,3.547718048095703125e+00,-7.173016667366027832e-01,-5.314943790435791016e-01
-1.307926297187805176e+00,3.811999082565307617e+00,9.598107933998107910e-01,-1.419277787208557129e+00
-2.340687751770019531e+00,-3.782206535339355469e+00,1.000616312026977539e+00,1.525550484657287598e+00
2.882473707199096680e+00,1.626368522644042969e+00,-2.824989080429077148e+00,6.374675035476684570e-01
-3.364322185516357422e-01,7.965326309204101562e-01,-4.474161267280578613e-01,-3.197285652160644531e+00
