-9.127479655118753143e-02,2.256763899171267962e+00,2.111664429484435779e+00
6.993814268694908964e-02,1.513626408233692544e-01,1.909202894443696286e+00
-9.095303517078212607e-03,1.026544726521646078e+00,2.003593102761657363e+00
2.008984177817936700e+00,3.044807099625739255e-01,8.905407901526607439e-03
4.743617841812179936e-01,-5.732670150758443217e-01,1.510306794775532868e+00
2.083384633369066208e+00,1.202787855830719232e+00,-8.209665077362138241e-02
-7.265339780784052515e-02,1.960853203277518109e+00,2.086586230932978570e+00
2.038966748631745318e+00,6.254399041277518556e-01,-2.654910772035545818e-02
2.037954457069645287e+00,6.135624313040539679e-01,-2.532231561234654649e-02
-9.724027190841821877e-02,2.353155397667300530e+00,2.119755281128521851e+00
7.599802805897071245e-02,1.045047231097003815e-01,1.902514891959611321e+00
2.163055926524179107e+00,2.423278653554898909e+00,-1.878181793655924192e-01
1.494262819118064023e-02,7.165935854364551272e-01,1.973614911773533320e+00
-5.388914656871768294e-02,1.671379589074961203e+00,2.061621895441132502e+00
-2.208148768040096854e-03,9.346898546532791396e-01,1.994908904695792184e+00
3.112496016794530362e-03,8.653357828437435728e-01,1.988250581452627674e+00
2.113585047343882195e+00,1.644018406326520854e+00,-1.214335671750959023e-01
1.691025822862950445e-01,-2.631572405106192836e-01,1.807499394875438092e+00
1.853948501591644593e-01,-2.898332800070322346e-01,1.791568234724576714e+00
1.494217009038044885e+00,-6.330728303635417831e-01,5.179169840285893223e-01
2.163298872985844667e+00,2.427239867347391389e+00,-1.881489654493708752e-01
1.272423063911812813e-01,-1.627191525526534566e-01,1.848925090940464422e+00
1.808498083447213078e-01,-2.827916451323877478e-01,1.796007511090517372e+00
2.112907927128084395e+00,1.633792703815952319e+00,-1.205403384232976993e-01
2.112461850107249184e+00,1.627063725692128315e+00,-1.199521519952928550e-01
2.323874195979791502e-02,6.171931987554933885e-01,1.963499698163109652e+00
2.004649964481502344e+00,2.639012160375200367e-01,1.387027766052928435e-02
7.248270718056393225e-02,1.312741380171110750e-01,1.906384349780659182e+00
1.758910228860163016e+00,-4.278766620228025008e-01,2.603517217679187645e-01
6.946993344641305690e-02,1.551237373232212668e-01,1.909723136332024618e+00
2.103397030633874287e+00,1.491668936378894417e+00,-1.080454915285420370e-01
6.042883584009195452e-02,2.316399953572256809e-01,1.919867842500520005e+00
-7.446135563472044971e-02,1.989229642219767058e+00,2.089008549679319593e+00
-4.338490500505209901e-02,1.513759681308098681e+00,2.047799765567281050e+00
1.381981301194629141e-01,-1.955890600307617078e-01,1.837970174570548787e+00
1.996508895022472085e+00,1.920830984077505077e-01,2.308030225072144059e-02
