-2.580612421035766602e+00,2.819015502929687500e+00,2.352753639221191406e+00,3.270999193191528320e-01
-1.672190308570861816e+00,-4.041017055511474609e+00,1.639276862144470215e+00,1.297547459602355957e+00
1.953012347221374512e+00,-2.853903293609619141e+00,-2.036701917648315430e+00,2.355402410030364990e-01
2.504692554473876953e+00,2.192204236984252930e+00,-2.570135116577148438e+00,-1.880097866058349609e+00
-4.433673024177551270e-01,-4.359872817993164062e+00,3.592509925365447998e-01,1.352805495262145996e+00
-2.995486736297607422e+00,-1.498911380767822266e+00,7.122275233268737793e-01,6.108989939093589783e-02
3.556126832962036133e+00,-1.168815732002258301e+00,-3.575725317001342773e+00,1.617781400680541992e+00
2.692942142486572266e+00,-1.678830027580261230e+00,-3.073142051696777344e+00,1.164950132369995117e+00
-3.702385127544403076e-01,1.110326170921325684e+00,1.909832954406738281e-01,-3.437105417251586914e+00
9.155369997024536133e-01,3.796796560287475586e+00,-1.103244304656982422e+00,1.216698065400123596e-02
