1.045971214771270752e-01,-3.692308068275451660e-01,6.927884370088577271e-02
2.809218168258666992e-01,-9.722247719764709473e-02,2.838781103491783142e-02
2.033869326114654541e-01,-1.504450570791959763e-02,2.397817373275756836e-01
-1.930472813546657562e-02,-1.532722711563110352e-01,-1.744817383587360382e-02
-1.351896822452545166e-01,1.676035374402999878e-01,-2.629930078983306885e-01
2.173873931169509888e-01,-3.501093089580535889e-01,5.297273024916648865e-02
-2.376371771097183228e-01,9.003624320030212402e-02,-3.366182148456573486e-01
1.805966161191463470e-02,4.388441145420074463e-02,1.132017374038696289e-02
1.399128884077072144e-01,-1.914884448051452637e-01,7.607138250023126602e-03
1.916038058698177338e-02,2.985880970954895020e-01,-2.321236878633499146e-01
-1.276397556066513062e-01,-3.580487072467803955e-01,-1.582569777965545654e-01
-6.266249716281890869e-02,-2.319222539663314819e-01,-1.259318590164184570e-01
3.081681132316589355e-01,2.894172072410583496e-01,-1.823747158050537109e-01
1.222652345895767212e-01,-1.378534436225891113e-01,-2.809836566448211670e-01
1.093425974249839783e-01,1.635814309120178223e-01,-2.411770671606063843e-01
2.350360900163650513e-01,2.813914418220520020e-01,-2.200370281934738159e-02
-3.162468969821929932e-01,4.546888545155525208e-02,3.382450938224792480e-01
2.395796924829483032e-01,9.296052157878875732e-02,3.354579210281372070e-01
8.845428377389907837e-02,-4.005504250526428223e-01,2.924898825585842133e-02
3.362688422203063965e-01,2.356884926557540894e-01,-3.419940173625946045e-01
1.584961451590061188e-02,-3.959741294384002686e-01,3.384396731853485107e-01
-2.824164628982543945e-01,3.681620955467224121e-02,-2.843976020812988281e-01
1.321642696857452393e-01,1.581970453262329102e-01,1.756490468978881836e-01
8.055429160594940186e-02,-1.306906640529632568e-01,-3.463612496852874756e-01
-6.630840897560119629e-02,-3.000512123107910156e-01,1.571385562419891357e-02
-3.343379199504852295e-01,1.485805213451385498e-01,2.463421076536178589e-01
-2.752438187599182129e-01,1.819966882467269897e-01,-2.659761905670166016e-01
-1.473606973886489868e-01,-4.063125550746917725e-01,-3.169240355491638184e-01
1.080595105886459351e-01,9.027042239904403687e-02,-1.512168161571025848e-02
-1.083030626177787781e-01,-4.495127126574516296e-02,7.687060534954071045e-02
1.294585317373275757e-01,3.651210963726043701e-01,-6.646268814802169800e-02
3.384657204151153564e-01,-1.423163414001464844e-01,-3.056446313858032227e-01
-2.957498729228973389e-01,3.792260587215423584e-01,2.985708713531494141e-01
-2.738708257675170898e-01,-3.962044790387153625e-02,-3.874877393245697021e-01
-2.492291629314422607e-01,-3.513545095920562744e-01,-5.585718899965286255e-02
-9.158974140882492065e-02,-1.583606749773025513e-01,-3.362282812595367432e-01
-1.961576491594314575e-01,-2.163366973400115967e-01,-2.297116965055465698e-01
-3.193022906780242920e-01,-2.196420729160308838e-01,-5.116673186421394348e-02
1.608712077140808105e-01,-2.503733038902282715e-01,1.110716313123703003e-01
-1.541693955659866333e-01,3.619153797626495361e-02,-7.200442999601364136e-02
