1.850159764289855957e+00,-3.172958850860595703e+00,-1.333417654037475586e+00,1.822414159774780273e+00
-1.842524528503417969e+00,-5.759215354919433594e-01,2.625504255294799805e+00,8.912226557731628418e-01
2.881809234619140625e+00,2.783044338226318359e+00,-3.275006055831909180e+00,3.132535219192504883e-01
3.141022920608520508e+00,7.547619938850402832e-01,-1.581002950668334961e+00,-1.494573503732681274e-01
-2.487974882125854492e+00,9.229183793067932129e-01,2.165513515472412109e+00,3.045504689216613770e-01
2.796235382556915283e-01,6.121134757995605469e-01,8.673794269561767578e-01,-3.360565900802612305e+00
1.544020533561706543e+00,4.028840065002441406e+00,-8.766033649444580078e-01,-7.888430953025817871e-01
-3.663116395473480225e-01,5.141972541809082031e+00,6.223722100257873535e-01,-2.219727754592895508e+00
-2.705524682998657227e+00,3.190108299255371094e+00,2.205965995788574219e+00,2.744542658329010010e-01
2.987230062484741211e+00,5.621767640113830566e-01,-2.696622133255004883e+00,5.681879520416259766e-01
