1.324196577072143555e+00,-3.023229360580444336e+00,-1.128164410591125488e+00,1.641736745834350586e+00
3.133473634719848633e+00,3.049934625625610352e+00,-3.729566097259521484e+00,8.247868418693542480e-01
1.902088284492492676e+00,-2.137037277221679688e+00,-2.103196620941162109e+00,6.640111207962036133e-01
-1.733989715576171875e+00,-3.256010055541992188e+00,8.021937012672424316e-01,-1.317003816366195679e-01
-2.585105657577514648e+00,-2.404426813125610352e+00,2.243959426879882812e+00,9.360129237174987793e-01
1.855343818664550781e+00,-2.477367401123046875e+00,-4.900200664997100830e-01,2.723318815231323242e+00
2.735515356063842773e+00,-3.246055364608764648e+00,-2.045032978057861328e+00,1.339120745658874512e+00
-3.013118028640747070e+00,2.699138641357421875e+00,2.756968021392822266e+00,8.420057296752929688e-01
-2.192799329757690430e+00,2.972070276737213135e-01,9.579530954360961914e-01,4.284378588199615479e-01
-1.908362030982971191e+00,-2.226815700531005859e+00,2.381328105926513672e+00,1.408922195434570312e+00
