-6.129028797149658203e-01,-2.673039197921752930e+00,6.319111585617065430e-02,8.999711275100708008e-02
-2.428776025772094727e+00,1.394248366355895996e+00,6.622328162193298340e-01,2.781076133251190186e-01
1.837789177894592285e+00,-3.495081186294555664e+00,-1.662165880203247070e+00,1.598442673683166504e+00
-1.918888330459594727e+00,-4.892398416996002197e-01,1.959349036216735840e+00,5.970166325569152832e-01
2.279860019683837891e+00,2.009597063064575195e+00,-1.668017387390136719e+00,-1.087352037429809570e+00
1.571869373321533203e+00,1.677306175231933594e+00,-2.090479135513305664e+00,-8.526942729949951172e-01
-1.135175824165344238e+00,-2.673842906951904297e+00,1.079615712165832520e+00,4.685980975627899170e-01
2.416603088378906250e+00,3.072698116302490234e-01,-2.341687440872192383e+00,7.783416509628295898e-01
1.716065287590026855e+00,-2.391059160232543945e+00,-1.947327017784118652e+00,1.389850735664367676e+00
6.566469073295593262e-01,-3.130728006362915039e+00,-7.800822705030441284e-02,1.490271568298339844e+00
