1.198224663734436035e+00,-4.896681010723114014e-01,-6.667709946632385254e-01,1.342175126075744629e+00,-2.152250289916992188e+00,2.348901331424713135e-02,-1.261976361274719238e+00,-7.734350562095642090e-01,2.454626746475696564e-02,-1.952861845493316650e-01
1.005810618400573730e+00,3.686947524547576904e-01,-2.824282169342041016e+00,-1.636647582054138184e+00,1.378769755363464355e+00,2.446465790271759033e-01,-1.182052731513977051e+00,-6.145830750465393066e-01,2.826923131942749023e-01,1.280856877565383911e-01
-9.887333959341049194e-03,9.179069995880126953e-01,-1.038738489151000977e+00,-6.584168672561645508e-01,2.989747762680053711e+00,5.947144031524658203e-01,1.899003267288208008e+00,4.856450855731964111e-01,-9.597237110137939453e-01,-1.112852215766906738e+00
3.097905218601226807e-01,4.624642431735992432e-01,-1.253481030464172363e+00,-1.880506396293640137e+00,8.810388445854187012e-01,-3.266391456127166748e-01,1.854831695556640625e+00,3.505785763263702393e-01,-3.943772912025451660e-01,-6.636752486228942871e-01
6.831220388412475586e-01,-8.265808820724487305e-01,1.235120818018913269e-01,7.510575652122497559e-01,-9.515282511711120605e-01,-4.664546251296997070e-01,1.716786503791809082e+00,8.076030015945434570e-01,4.614739120006561279e-01,1.076022982597351074e+00
5.011819601058959961e-01,-2.119661420583724976e-01,-7.108806371688842773e-01,-1.033077538013458252e-01,-1.601241827011108398e+00,2.763532102108001709e-01,-1.473175525665283203e+00,-6.239728927612304688e-01,6.514297127723693848e-01,-3.260104358196258545e-01
-8.288213610649108887e-02,5.752034951001405716e-03,5.724721550941467285e-01,1.132726788520812988e+00,-2.584502696990966797e-01,-2.975058257579803467e-01,8.803764581680297852e-01,4.053613841533660889e-01,-1.014516353607177734e+00,1.171900987625122070e+00
-8.387007713317871094e-01,8.101099133491516113e-01,7.803037762641906738e-01,3.689949512481689453e-01,1.434092879295349121e+00,3.784850835800170898e-01,7.533906698226928711e-01,1.107033014297485352e+00,-3.576458394527435303e-01,1.510254740715026855e-01
2.978774905204772949e-01,-2.645950913429260254e-01,-1.352138161659240723e+00,-1.428003311157226562e-01,9.765952825546264648e-01,4.561911523342132568e-01,-9.890047311782836914e-01,-2.061248421669006348e-01,-1.090133547782897949e+00,1.069052100181579590e+00
-2.314237803220748901e-01,3.433099761605262756e-02,-3.590728640556335449e-01,-8.959984183311462402e-01,-7.589728832244873047e-01,6.583718061447143555e-01,-2.233701467514038086e+00,-8.080354928970336914e-01,-1.702668368816375732e-01,-1.064722165465354919e-01
