-2.656070864759385586e-04,-6.473363041877746582e-01,-1.815402358770370483e-01,8.025698065757751465e-01,-4.489101469516754150e-01,-7.326668500900268555e-01,-1.424425840377807617e+00,-6.103441119194030762e-01,-3.738856315612792969e-01,-9.058920741081237793e-01,-4.355465471744537354e-01,3.666067421436309814e-01,-1.216662451624870300e-01,4.092089831829071045e-01,-6.407245397567749023e-01,-2.474391013383865356e-01,9.603367447853088379e-01,1.323338598012924194e-01,-6.392710804939270020e-01,-4.382585585117340088e-01
1.664921492338180542e-01,-2.202662080526351929e-02,-7.614548504352569580e-02,-3.295386135578155518e-01,7.179185748100280762e-01,6.786758899688720703e-01,1.314901947975158691e+00,2.374818474054336548e-01,1.108234077692031860e-01,1.374273777008056641e+00,6.482300162315368652e-01,-9.470943808555603027e-01,-6.089188456535339355e-01,-4.177216291427612305e-01,5.011176466941833496e-01,-3.426191508769989014e-01,-1.022382736206054688e+00,-2.464042901992797852e-01,2.392400652170181274e-01,6.177625060081481934e-01
-9.537855386734008789e-01,6.780303549021482468e-03,2.457130551338195801e-01,-8.786170482635498047e-01,-1.338956207036972046e-01,-1.180844455957412720e-01,2.450321912765502930e+00,4.437207058072090149e-02,-4.391367733478546143e-02,5.228976905345916748e-02,-3.633160889148712158e-01,2.348763197660446167e-01,3.069912791252136230e-01,-1.160548627376556396e-02,-3.103444576263427734e-01,2.137211710214614868e-01,4.465359747409820557e-01,2.358290404081344604e-01,-5.334371924400329590e-01,-3.320035040378570557e-01
7.546652853488922119e-02,-1.951541006565093994e-01,-1.183280646800994873e-01,1.168062388896942139e-01,-3.873325884342193604e-02,7.417427301406860352e-01,1.149138450622558594e+00,1.128430604934692383e+00,-2.510377466678619385e-01,1.105921149253845215e+00,-1.003062427043914795e-01,-9.959221482276916504e-01,-2.282050549983978271e-01,5.449103713035583496e-01,-3.326796889305114746e-01,-7.577931135892868042e-02,3.088014721870422363e-01,2.393279969692230225e-01,1.136170029640197754e+00,-4.345287680625915527e-01
-3.457007706165313721e-01,-2.684140503406524658e-01,-2.970958948135375977e-01,-2.921656705439090729e-02,-1.673820614814758301e-01,-5.496369004249572754e-01,-5.413110852241516113e-01,-6.209178566932678223e-01,-7.037925720214843750e-01,-7.336227297782897949e-01,-2.020365893840789795e-01,-9.434133768081665039e-02,3.276814892888069153e-02,-5.423108935356140137e-01,4.412541985511779785e-01,-2.888862490653991699e-01,1.196578517556190491e-02,1.819752715528011322e-02,-9.280422925949096680e-01,3.965119272470474243e-02
4.892521798610687256e-01,2.035278826951980591e-01,1.880007982254028320e-01,5.869092941284179688e-01,5.915182232856750488e-01,7.138199210166931152e-01,-2.070227622985839844e+00,5.275352001190185547e-01,2.584961652755737305e-01,-8.069174736738204956e-02,6.834279280155897141e-03,-2.386183738708496094e-01,2.220909744501113892e-01,-1.010041162371635437e-01,3.182774186134338379e-01,-5.411372706294059753e-02,-5.419478416442871094e-01,-3.672988116741180420e-01,5.434007048606872559e-01,5.489261150360107422e-01
2.566350698471069336e-01,5.342066287994384766e-01,-3.653581440448760986e-01,-7.434814572334289551e-01,2.363264411687850952e-01,3.133826851844787598e-01,1.839522242546081543e+00,4.690555632114410400e-01,-1.248631551861763000e-01,1.068745970726013184e+00,2.083356976509094238e-01,-8.763597011566162109e-01,-2.644574940204620361e-01,-3.568068146705627441e-02,4.287845790386199951e-01,2.344083413481712341e-02,-2.090615965425968170e-02,-4.405122101306915283e-01,5.961950421333312988e-01,4.856031537055969238e-01
-3.888616263866424561e-01,-3.464729189872741699e-01,1.474187970161437988e-01,-6.488228440284729004e-01,-2.494138926267623901e-01,-1.476120352745056152e-01,3.279813766479492188e+00,-6.603546142578125000e-01,-4.566667377948760986e-01,2.235909700393676758e-01,-4.440749883651733398e-01,-9.732257574796676636e-02,-2.038318663835525513e-01,1.106569766998291016e-01,7.219625264406204224e-02,-2.282938361167907715e-01,2.488086819648742676e-01,-5.506594777107238770e-01,-1.347453743219375610e-01,3.915978074073791504e-01
-7.213901877403259277e-01,2.836145162582397461e-01,-2.634618580341339111e-01,7.784973084926605225e-02,3.798557519912719727e-01,-7.031783461570739746e-01,-1.606087088584899902e-01,-9.224229454994201660e-01,-5.496240854263305664e-01,-7.361476421356201172e-01,2.098281383514404297e-01,4.684652686119079590e-01,-2.070203237235546112e-02,-2.585221827030181885e-01,1.222301572561264038e-01,1.493045985698699951e-01,-3.046983480453491211e-01,-2.338465303182601929e-01,-8.477576971054077148e-01,1.677808463573455811e-01
5.837140679359436035e-01,8.711092472076416016e-01,-8.223067224025726318e-02,2.633723020553588867e-01,5.734954476356506348e-01,7.969954013824462891e-01,-1.418587684631347656e+00,5.268672108650207520e-01,3.944458365440368652e-01,8.168784976005554199e-01,6.049983501434326172e-01,-3.642179071903228760e-02,-9.436893463134765625e-02,-6.356414556503295898e-01,9.697071313858032227e-01,8.455052971839904785e-02,-9.124361276626586914e-01,-5.370235443115234375e-01,4.027040600776672363e-01,8.497522473335266113e-01
