-2.685364007949829102e+00,2.474411725997924805e+00,3.182434558868408203e+00,3.581752479076385498e-01
1.257267594337463379e+00,5.174180984497070312e+00,-9.632034301757812500e-01,-1.741994619369506836e+00
3.191471576690673828e+00,-3.251599073410034180e+00,-2.864635705947875977e+00,1.325442075729370117e+00
3.419513225555419922e+00,3.577554464340209961e+00,-3.907759428024291992e+00,-2.674340724945068359e+00
-3.537177085876464844e+00,-1.743154972791671753e-01,1.111325263977050781e+00,-8.969482034444808960e-02
3.863028287887573242e+00,-1.075813889503479004e+00,-3.994519710540771484e+00,1.941238164901733398e+00
1.477767467498779297e+00,3.745955467224121094e+00,-1.664222598075866699e+00,5.484065413475036621e-01
8.032693862915039062e-01,2.681617975234985352e+00,-5.061002969741821289e-01,-2.220286607742309570e+00
-7.499700188636779785e-01,-9.686939120292663574e-01,-5.780111551284790039e-01,2.733400344848632812e+00
7.170992437750101089e-03,-1.359647035598754883e+00,-6.123490333557128906e-01,2.585967779159545898e+00
