2.569371700286865234e+00,-2.257227897644042969e+00,-8.873464465141296387e-01,4.705168306827545166e-01
6.607792973518371582e-01,-3.409753561019897461e+00,-4.054019451141357422e-01,-6.843660473823547363e-01
8.021098375320434570e-01,3.757226943969726562e+00,-2.919276654720306396e-01,-1.532166838645935059e+00
-5.767551660537719727e-01,2.177751064300537109e+00,1.168093919754028320e+00,-1.360829710960388184e+00
-3.263694763183593750e+00,1.121048569679260254e+00,2.894115447998046875e+00,-6.426640152931213379e-01
-7.099667191505432129e-02,1.487763285636901855e+00,-6.965681314468383789e-01,-3.261299133300781250e+00
-2.855494976043701172e+00,-1.211303710937500000e+00,3.084757328033447266e+00,-1.055377244949340820e+00
-2.521014690399169922e+00,2.208420753479003906e+00,2.731843948364257812e+00,-9.447852522134780884e-02
2.594071149826049805e+00,2.171896696090698242e+00,-2.856744527816772461e+00,-1.759469151496887207e+00
3.463312625885009766e+00,3.017757654190063477e+00,-2.481906175613403320e+00,-3.730315268039703369e-01
