-2.407565265893936157e-01,1.403070688247680664e-01,1.483204364776611328e+00,7.445465922355651855e-01,1.095583200454711914e+00,-3.729395866394042969e-01,7.077708840370178223e-01,4.305534064769744873e-01,-4.706931114196777344e-01,-4.882300496101379395e-01
-4.381381869316101074e-01,-1.904656887054443359e-01,1.210718393325805664e+00,5.512022972106933594e-01,1.204955801367759705e-01,4.593003392219543457e-01,-1.543449312448501587e-01,2.029956318438053131e-02,-1.032583117485046387e-01,2.076287865638732910e-01
-3.704727888107299805e-01,-1.108611941337585449e+00,5.518455505371093750e-01,9.213891625404357910e-01,1.381349563598632812e+00,1.296833753585815430e+00,4.865621328353881836e-01,-5.397111773490905762e-01,8.315548896789550781e-01,3.205643892288208008e-01
4.855426251888275146e-01,-1.067485883831977844e-01,-2.500169515609741211e+00,1.864901781082153320e-01,4.555707871913909912e-01,-3.191741704940795898e-01,4.533932730555534363e-02,2.224589586257934570e+00,-1.012265324592590332e+00,-9.449155330657958984e-01
-6.058349609375000000e-01,4.964386224746704102e-01,-6.299281120300292969e-02,5.354174226522445679e-02,2.013077735900878906e+00,-1.406747102737426758e+00,1.308814525604248047e+00,3.411104381084442139e-01,-2.062943279743194580e-01,-7.355901598930358887e-01
6.869762539863586426e-01,-3.701501488685607910e-01,-3.180200457572937012e-01,8.528226613998413086e-01,1.932554505765438080e-02,-5.191490650177001953e-01,-1.210868358612060547e+00,-1.637773066759109497e-01,3.255797922611236572e-01,9.887468814849853516e-02
4.077274799346923828e-01,9.984712600708007812e-01,1.598023056983947754e+00,1.642532050609588623e-01,-3.059590458869934082e-01,-7.156456708908081055e-01,-1.617932468652725220e-01,-1.554695367813110352e+00,1.092973709106445312e+00,7.180099487304687500e-01
1.388445138931274414e+00,7.452805042266845703e-01,-8.837094902992248535e-01,-6.018334627151489258e-01,-5.388327836990356445e-01,7.663576006889343262e-01,-8.335869312286376953e-01,-2.416531085968017578e+00,-2.140657603740692139e-01,1.338748335838317871e-01
1.023209333419799805e+00,6.324603557586669922e-01,-2.431416034698486328e+00,-1.034971714019775391e+00,-1.950125813484191895e+00,1.263496186584234238e-02,-9.637998938560485840e-01,2.543503344058990479e-01,-1.162437319755554199e+00,-5.806235671043395996e-01
-8.394689559936523438e-01,-6.545642018318176270e-01,1.530507504940032959e-01,6.536384224891662598e-01,-9.256917834281921387e-01,3.765118122100830078e-01,-9.081318378448486328e-01,-4.007297456264495850e-01,1.256971657276153564e-01,4.162284433841705322e-01
